id,customer_id,order_date,status,total_amount,shipping_address,created_at
0f806046-3ead-4342-8e87-efe29458e497,8790a238-2b65-4d55-8905-b11c6274c892,2024-02-09,canceled,3615.35,387 Nancy Terrace,2026-02-11
601d1df2-a7a4-4acc-9567-6f4c617b1710,03a13284-45fb-4227-8970-748e70df425b,2023-11-17,paid,5448.13,5 Harbort Park,2026-04-11
888343d6-ccfe-4500-aab8-8d12564b5aa0,93c2f041-11bb-4788-a67a-452fdf454f42,2025-09-02,delivered,9816.86,3409 Manufacturers Place,2025-06-18
ef1d3506-de8c-4321-95f2-a2fcdd81aee1,9c7a5422-d600-44e3-90b6-f248c976c51a,2025-12-21,shipped,1142.91,491 Delladonna Court,2025-07-28
00e0c702-aa9a-4f00-8262-6b9d683c504c,f7210314-cb21-4466-bf9b-c1ab7b45f50d,2023-03-04,refunded,6728.13,524 Golf Course Trail,2025-08-08
617239c8-ccc6-4461-87d0-fbec0e1895e8,438b68a5-e46d-412c-81ed-8d9b57ed1f59,2024-08-25,processing,6507.21,0 Stoughton Trail,2026-01-07
9e97e0b8-a08a-4197-b4fb-cb638941f9f8,6203c778-0da0-44ea-bfdd-381eee835c22,2025-06-11,shipped,9513.58,732 Bartelt Crossing,2025-11-19
96f10a42-addf-4aca-9692-cf93926393eb,8ed1afe0-21ec-41d6-8b62-535aa9a60da4,2024-02-17,refunded,5030.11,52 Green Drive,2025-07-14
b0d8f983-57be-4799-89f5-afcfed8040aa,6317191f-d23a-4908-9065-afc9e155067b,2024-01-19,canceled,8587.08,58922 7th Road,2025-10-02
859395bb-e56f-48fc-97fe-b9c15a8c5fde,78a43f4b-2e59-4f13-b097-a9149306dcd6,2026-04-22,refunded,6227.30,23519 Carioca Drive,2026-03-14
7791e9aa-5713-4206-8fc3-b66bf6cef588,13271477-1ad1-4807-87c8-46956ca36727,2025-05-01,processing,6061.30,42391 Mallard Center,2025-10-08
819fc515-671c-4175-832f-712c1dc21138,54e1c588-e597-4c01-9bee-c30420f697a4,2025-02-22,pending,8416.67,875 Schiller Hill,2026-03-05
a142d01c-82d6-490e-bb75-1cdbcf02835e,cefbbf8c-a3ad-4b03-b259-0b730f8fc15d,2025-02-11,canceled,6836.25,9 Sachs Terrace,2025-07-01
1aa5c08f-0a8c-46a7-8e7b-b3538b2191e0,29d6b23d-d4c7-4b44-8e86-769675430d43,2025-07-23,shipped,3574.27,02 Grim Street,2026-04-26
b852cd1e-d762-4b3c-afcd-f465482f6242,262f7fbc-aede-40a3-b0ab-ef65fcd89e32,2026-04-25,refunded,7735.71,1425 Pierstorff Lane,2026-02-18
961a9dd0-0d28-4e05-947b-dfadb81eef11,3c90b857-ccc9-49d7-b001-1ee722116db9,2023-05-27,pending,6921.38,429 Jana Park,2025-08-03
8d25b9ee-65b0-43f6-8f6e-d0b9c98c2258,f5031dee-c406-4d46-baef-dbf383248529,2024-07-22,pending,1652.16,387 Carberry Pass,2026-04-05
8fe65891-66a0-4322-b744-845fc3e409ed,a900feaa-e364-4208-ae31-c4f9736e663e,2025-05-14,canceled,1703.26,0914 American Ash Avenue,2025-06-23
42c5c24e-5c03-41e7-ba8a-8e0e30abd108,c795e7fa-5569-430b-b306-646e379ad45d,2025-04-24,processing,4828.68,5 Washington Place,2025-10-04
4b4477ee-ba4c-4498-810b-05d9c979567b,54970210-ff7b-4536-a71a-a02d481f57fe,2023-06-27,shipped,4126.04,72938 Lakewood Junction,2026-05-21
ee45cb83-7e32-4873-b67d-08632c4bbf00,1f14facf-d406-49b4-8ad2-2df40875b3b8,2024-02-22,pending,6473.16,6233 Anzinger Alley,2026-04-26
a2241e24-190d-4eca-92f6-a6e5142f824d,92dd6c9d-6081-499c-b562-ccb4f7fe88a2,2025-03-14,delivered,9868.04,58 Michigan Pass,2025-09-28
9325e260-5d7e-4cd1-be27-2fae40789546,fa8a0f04-93ab-4af2-bab1-529f34c8a4d8,2026-01-10,paid,5292.28,784 Kinsman Place,2026-02-12
47a0d359-e6b9-4fb7-a6e5-0a319b070ca1,f266248d-9049-454d-aa6a-f46bf624f726,2023-07-16,shipped,9151.15,8547 Fair Oaks Way,2025-09-12
9ccfddbe-96cb-4514-81d3-ba9a3b665de6,25dffdf4-9783-4ee5-bf64-fa059c5cdc07,2023-09-21,canceled,3452.19,322 Pennsylvania Junction,2025-06-09
60cea942-424f-4757-acdf-a867cf79cde2,b45f35ab-cf4a-4512-87af-8f2ae8d96946,2025-08-27,shipped,2871.00,13 Ridgeway Way,2026-01-20
ccbfcd6d-7d94-4a88-96b5-b6340bdd136f,4bd15403-bb5f-441d-8676-db365d07cd15,2024-06-16,pending,2066.94,0 Elmside Parkway,2026-05-06
da3117d2-1f99-416a-a25c-6b0ad14aa421,47a68ed2-ea08-4cb6-b52a-9075b699369b,2025-12-12,pending,173.31,18 Hintze Road,2026-05-14
7ea371e6-cfca-4a33-a26a-10e65d464a01,cc453372-6aca-4000-bafa-a1b55d141076,2024-04-15,refunded,5370.99,18 Helena Park,2025-09-29
91a9e8bc-e7ee-412d-876f-5c5d70bc6928,4dbacfda-664c-44fc-9ef4-57842979581c,2023-10-12,refunded,7388.10,499 Bunting Circle,2025-08-11
67dd9270-a55c-45ba-a1ba-c87a593778bf,ab782ce7-50eb-40d3-b700-65c30da926be,2025-01-07,refunded,1894.24,76 Namekagon Crossing,2025-06-05
335180ed-8177-44b9-b8ea-68a54638f82e,ffe15bbc-0766-46e1-a5a3-bd015fcbb6ba,2026-05-05,canceled,6996.18,5210 Washington Pass,2025-11-10
f2b3dc92-46c5-4897-b975-a4b629c01eed,bef9f7c4-fc43-484a-9582-ac7c3000ea24,2023-04-22,paid,2908.50,90149 Upham Crossing,2025-09-24
dc71180d-250f-4c6d-a7f2-92eec7677a85,fc49c6d4-960b-48c5-a30c-18037514bfdc,2024-11-19,paid,3104.97,519 Grayhawk Avenue,2025-08-10
2b835467-e573-4b55-9973-1ae658026879,8b3765fa-5991-4089-b017-7c78e0d19273,2023-07-28,refunded,6827.44,7 Portage Junction,2025-08-20
56371b78-96d0-4019-b59b-176c4ffbf346,51c3b282-cdda-432f-92c8-2bfada4fd10e,2025-11-07,refunded,8948.59,494 Blue Bill Park Terrace,2026-01-30
65979759-652a-48cc-8506-fc194531add8,8de0c89b-52e4-44f9-afd4-909b156a1bca,2025-02-03,pending,8221.06,5161 Hoffman Street,2026-01-01
0a3af1b9-7b14-42b0-bf9e-f56614488ce6,ccb43607-5bae-4f4c-993d-af7f986d95b1,2025-01-10,canceled,5293.55,76 Crownhardt Plaza,2025-08-23
ce159a2d-72c9-47fc-9803-65f066c8d389,d47b7d75-df6c-4973-ae0d-ea4e61891c91,2025-01-05,shipped,9544.63,2310 Browning Alley,2025-11-09
895f4d54-74da-4cf2-a850-b8b0b3f4ad52,42942837-d08a-4232-b001-011d4e994712,2025-07-22,pending,6685.83,7 Dakota Park,2025-06-09
51d1e637-681b-4938-b974-a36cac1cbfc8,932cba96-24cd-45ad-9f1b-8e89a25695d2,2025-06-14,canceled,685.43,77220 Gulseth Avenue,2025-09-13
8a7e7f3a-b46f-4dad-86d2-3874f5413630,943d9fd2-64bd-4fff-b28d-41b511d562e6,2025-05-16,canceled,3628.75,3705 Morning Drive,2025-08-27
32edbb34-cf85-47cb-9f57-36c8264856c6,0e8918a1-6a55-4baa-9030-1a34f3271e31,2023-11-17,paid,9510.99,39937 Dunning Plaza,2025-11-11
3dcc1cbb-fb99-4a8b-9806-f909ac38dd76,707e586d-77f2-486d-99f5-9901ff985e2c,2026-05-03,processing,9339.00,234 Stone Corner Avenue,2025-12-27
af593a70-fe0e-42fd-a3f1-d789a61c55ef,93c2f041-11bb-4788-a67a-452fdf454f42,2023-11-12,processing,6681.64,9 Parkside Trail,2025-09-19
ac6db820-fb89-4061-bc7e-e169d97bb656,a7e2d7e7-028b-4b0e-83b3-dba2a4f2623d,2023-03-15,refunded,457.85,231 Westridge Circle,2025-09-18
97f345a4-5075-4b82-a64a-e85bd8447ffa,251d4ec6-ae4e-47d5-a5c5-9f2bdd08f9c5,2024-11-26,refunded,2923.12,9 Southridge Terrace,2025-12-31
82fb0897-0930-4fa5-a71a-2e75bb335f23,17e6e919-86e8-457e-9354-ceee9fb5eb6b,2024-03-01,canceled,8627.29,5 Cascade Plaza,2026-02-11
e9adaa08-259b-49b3-a382-c68e35238c01,03a13284-45fb-4227-8970-748e70df425b,2024-10-23,refunded,532.56,5 Melby Way,2025-09-16
26511c84-bfe7-432a-b64b-659ec5dd87dd,3d33378c-56eb-400e-a75a-0ea59435090f,2024-01-13,paid,7035.03,41519 Ramsey Terrace,2026-05-06
4dfe3b9f-aeba-4048-b146-d00db2cb8f0c,629ec44f-48fe-43d6-9dad-4dd8fa2c58ad,2026-03-01,shipped,6739.87,0993 Lien Circle,2025-05-29
745ed8c6-282b-46cb-a655-a325a2484d24,f49ded1a-3f97-4912-a13c-edd505ff4bee,2025-10-11,canceled,7562.12,5849 Village Green Court,2025-08-12
d66e82d9-2217-4b8a-8e7c-5faa119a3e81,906bcdaf-6d85-4f77-82e9-cf3a26d45395,2025-02-21,shipped,7542.36,8767 Fuller Circle,2026-05-02
9bf64e2c-624d-4ff2-93ee-70eafb6da10c,74b39f16-b4dc-4a38-92bd-43b06b9fa850,2023-07-15,processing,5698.70,6 Novick Alley,2026-03-19
bd39e781-f1d4-49dc-ac0b-1beb61f22ca1,fb3523b9-b824-4800-9dd0-28924b52bf5e,2025-02-14,pending,5166.73,0936 Monica Street,2025-11-19
a993bad1-e271-40e1-bdf1-773eddb4ae0a,aaa4b015-9e88-49b0-b518-cd54d5b75c93,2025-08-21,canceled,6735.32,471 Eagan Lane,2025-10-25
32b3e318-6ce9-4929-815c-4d10657499fb,713c9ee6-4ee7-4447-a183-3bc5dddcaea8,2023-06-23,refunded,3402.76,6 Scoville Center,2025-07-07
26fffe31-41e2-4026-8ff4-09f48e89f8a5,98e7b94f-d3e4-43ac-9b83-f257248ef85d,2024-12-16,delivered,9845.39,8 Kim Point,2025-12-25
3f524926-b947-4ff5-bca2-11b4a7f623e8,4f0973f8-f805-48a8-be58-f1780c700ff3,2026-02-13,refunded,8326.21,89188 Namekagon Hill,2026-02-11
72ea8d98-1f95-4768-a5f7-ff2f847f7681,b8d2f273-27a6-4f2f-864d-bd11392e4344,2025-03-24,canceled,506.48,069 Oak Crossing,2026-03-14
e50afd6c-b4e5-4017-b4ae-a1823fc9cdfe,6a638d95-134c-46f1-adbf-a977092046da,2025-06-13,delivered,2623.21,063 Fairfield Circle,2025-09-01
c1193739-0df6-4ef4-9b1c-bdabb09c3113,4b308938-ebd8-49ac-89df-31da1e0c0891,2025-03-22,processing,9481.63,426 Florence Center,2025-06-05
e7b6c52c-54be-4c08-b0bb-7e4e4b80eaab,a8ab3ca5-2c9f-4f18-8735-d9a5106d0932,2025-09-08,delivered,6491.80,1341 Division Plaza,2025-11-23
ed4dcac0-e251-4f83-aa26-95b1e7f4486e,99635e12-a10f-4321-8bbb-e79d40231c45,2025-09-26,paid,5846.78,23 Sachtjen Center,2025-11-28
